true total 591 cal
pre total 608.138671875 cal
0,0.0
1,123.96157836914062 Correct
2,170.84521484375 Correct
3,0.0
4,0.0
5,0.0
6,0.0
7,67.77090454101562 Correct
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.13543200492858887
16,0.0
17,0.0
18,0.0
19,48.385108947753906 Correct
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,193.24114990234375 Correct
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,3.799257278442383
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
