true total 604 cal
pre total 560.676513671875 cal
0,0.0
1,155.7620086669922 Correct
2,0.0
3,0.0
4,0.0
5,34.263668060302734 Correct
6,0.0
7,81.57167053222656 Correct
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,71.43267059326172 Correct
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,204.76638793945312 Correct
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,12.880146026611328
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
